ISBN,正书名,作者,出版单位,出版时间,其他责任者,定价(元),装帧方式,开本或尺寸,副书名及说明文字,丛书名,分册名,分册号,正文语种,版次,市场分类,学科分类,中图法分类,CIP核发时间,主题词,入选书单,内容摘要
9787115306524,小彗星旅行记,"徐刚,著绘",人民邮电出版社,2013.11,,35.00,平装,19 * 26,,,,1,中文,,天文航天,天文学,P1-49,2013-07,天文学; 少儿读物,中国中小学生学科阅读书目,本书是爸爸、妈妈讲给孩子听的天文故事。向往光明和温暖的小彗星哈伊，在“好运气”的帮助下，踏上了太阳系之旅。本书生动地讲述了哈伊力尽艰辛，排除万难，穿过小行星带，沿途拜访了海王星、天王星、土星、木星、火星、地球、金星和水星，终于见到了向往已久的太阳的故事。读了这本书，相信小朋友一定能够爱上小彗星、爱上天文。本书非常适合少年儿童阅读学习，也适合作为亲子教材使用。
9787221176288,使命必达,"(澳)艾伦·布雷比,著",贵州人民出版社,2023.5,"岳坤,译",255.00,平装,15 *19,,坏家伙,,,中文,1,儿童文学,文学,I611.85,2023-04,儿童故事; 作品集; 澳大利亚; 现代,,10000只小鸡被困在一个高科技养鸡场里！谁能拯救他们呢？一头狼、一条鲨鱼、一条食人鱼和一条蛇怎么样……那条被称为“小鸡吞食者”的蛇？想要去拯救它们。有没有搞错？但的确如此……一帮众人眼中名副其实的“坏家伙”，突然想要做好事，偏偏又不得其法，闹了好多笑话……那些出人意料的举动，幽默诙谐的对话，甚至贱嗖嗖的奇思妙想，会让你笑到停不下来。系好安全带，再次迎接他们的到来，准备笑得连午饭都吐出来吧！城里最坏的“做好事团伙”搞出了更加滑稽的事，就在这本“坏家伙”第二部！
9787569342000,超级动物演说家,"(荷)彼彼·迪蒙·达克, 著",西安交通大学出版社,2025.10,"(荷)安娜玛丽·凡·哈林根, 绘; 蒋佳惠, 译",38.00,平装,13 * 19,,,,,中文,1,,,I563.85,2025-08,儿童故事; 图画故事; 荷兰; 现代,,这是一本引进自荷兰的关于动物科普的儿童文学。在这本书里，十九种动物以做演讲的方式，向大家介绍另一种动物或他们自己。在这些做演讲的动物和他们演讲的对象之间，有些动物非常了解对方，有些动物却从未见过对方。比如清洁鱼十分了解他们最喜欢的客户鲨鱼的利齿，狐狸对雁的兴趣集中在雁肉的口感上，蚯蚓介绍了自己的偶像森蚺，吼猴则完全凭想象讲了关于独角兽的故事。这一次，读者不是通过人类的眼睛，而是通过动物自己的眼睛，了解迷人的动物王国。本书获得2023年荷兰银笔奖（知识类读物）和小沃特尔·皮特瑟奖。
9787531981756,DK神秘城堡大百科,"英国DK公司, 编著",黑龙江少年儿童出版社,2023.7,"安安, 译",128.00,精装,23 * 28,,,,,中文,1,科普/百科,地球科学,K916-49,2023-06,城堡; 世界; 儿童读物,,本书引进于英国。城堡里只有公主和王子吗？城堡都是富丽堂皇的吗？让我们跟随这本书一起探秘世界各地不同城堡的历史吧！本书将穿越时空带我们进入城堡的奇妙世界，从最早的木制城堡到中世纪的石头城堡，你可以看到矗立在危险的悬崖顶上的城堡，伫立在海浪拍打的海岸旁的城堡，甚至可以看到山洞里的城堡。书中有来自世界各地29座城堡的精美插图，将带你一起来了解这些建筑最辉煌时的样子。书中介绍了各个城堡的最显著特点，我们可以了解建造城堡的原因，了解城堡的方方面面。
9787121360640,爸爸妈妈晚上做什么？,（法）提利·勒南，著,电子工业出版社,2019.4,（法）巴鲁，绘；马小皎，译,45.00,精装,21*29,,,,,中文,1,绘本,,I565.85,2019-02,儿童故事; 图画故事; 法国; 现代,,又到了睡觉的时间，可索菲亚心里却装着一个小秘密，“爸爸妈妈总是希望我快快入睡，这是为什么呢？”为了弄清楚答案，索菲亚缠住爸爸妈妈，提出了这个困惑自己的问题，同时又给出一个个她自认为“合理”的答案。看动画、吃糖果、开派对，或者去恐龙王国玩耍……面对索菲亚每天的“胡说八道”，已经困得哈欠连天的爸爸妈妈没有阻止她，而是耐心听女儿讲着这些。终于，爸爸妈妈在和女儿的絮絮叨叨中沉沉睡去了，而索菲亚爬到他们中间，满足又幸福地睡去。
9787556232192,科学大问题,"(英)海莉·伯奇,(英)文·基特·卢艾,(英)科林·斯图尔特",湖南少年儿童出版社,2017.6,"曾祥娟,译",78.00,精装,19*21,,,,,中文,1,科普/百科,,Z228.2,2017-05,科学知识; 青少年读物,,这是一本有趣的科学书，讲述了宇宙的诸多奥秘和孩子们好奇的问题。本书立足于翔实的史实、丰富的照片和彩绘插图，向读者宇宙的构成，探究了生命的起源，并且对孩子一直存在脑海的诸多问题给予了科学的解释，比如说：我们可以拥有计算机管家吗？什么造就了人类？孩子是未来科技的希望，只有那么对困扰他们的问题有了充分的理解，才能继续去探寻更多的科学奥秘。
9787221126498,大熊乐器店,"(日)安房直子, 著",贵州人民出版社,2017.3,"(日)小峰由兰, 绘; 彭懿, 译",39.80,平装,19*26,,,,,中文,1,绘本,宗教学,I313.85,2015-07,儿童文学; 图画故事; 日本; 现代,,这是日本伟大作家安房直子的桥梁书作品。在一片原野的正当中，有家大熊开的乐器店，招牌上写着“奇妙屋”。这里有好多好多奇妙的东西。每一件乐器，都能让顾客的心情变得美好起来。读者伴随着书中不断出现的乐器，体会到的是难以言语的愉悦。
9787511060099,我的情绪管理游戏书,"（英）雪莉·席姆斯,（英）爱丽·欧莎,著绘",海豚出版社,2023.3,"朱秋坷,译",140.00,平装,17 * 21,说说我的伤心事,,,,中文,1,幼儿启蒙,心理学,B842.6-49,2022-06,情绪; 自我控制; 少儿读物,,《好心情游戏:孩子的心理情绪疏导书》是一套有趣好玩的情绪疏导游戏书，适合7~12岁少年儿童阅读使用。全套共4本，包括《播撒善意！》《给自信充电！》《走出悲伤！》《别上网太久！》。与《心理学博士的情绪疏导游戏》为同一系列，依据英国专业的心理学治疗方法和理论精心设计出各类游戏活动来解决孩子日常的负面心理。孩子可通过绘画、涂鸦、制作、想象、运动等将可实操又有趣的阅读方式转换成积极健康的心态，同时学到自我管理内心的方法。《走出悲伤！》书中的这些游戏会帮孩子理解自己的感受，安抚自己的情绪，提升对未来的信心，还会鼓励孩子向其他人谈谈自己内心的伤痛和忧虑，适应生活的变化，走出悲伤的情绪，继续向前看。
9787569919561,小狗追月亮,（法）娜塔莉·洛朗，文,北京时代华文书局,2018.5,（法）阿丽亚娜·德尔里欧，图；吴天楚，译,15.80,平装,19 *19,,宝宝好品格养成图画书,,,中文,1,绘本,,I565.85,2017-11,儿童故事; 图画故事; 法国; 现代,,本套书共包含十本，分别是《土拨鼠受伤了》、《小鼹鹿找礼物》、《小狗追月亮》、《爱美的鸵鸟》、《奇怪的发现》、《毛毛虫变身了》、《小红鹅去钓鱼》、《了不起的螃蟹》、《嘿，这是我的蛋！》、《胆小的大象》。本册讲述了这样的故事：假如将一把椅子叠在一张桌子上，就能够得到月亮吗？小狗露露是个大冒险家。她已经走遍了整座房子、整个花园，甚至整条街！可她想走得更远，去看看那个在夜空中闪闪发亮的怪东西，她觉得那里藏着好多肉骨头。似乎只要站在一把椅子上，她就能到达那里。
9787544862769,圆梦小队的午夜计划,"(英)大卫·威廉斯,著",接力出版社,2020.1,"(英)托尼·罗斯,绘;徐匡,译",30.00,平装,15 * 21,,大卫·少年幽默小说系列,,1,中文,,儿童文学,,I561.84,2019-08,儿童小说; 长篇小说; 英国; 现代,,本系列作品描写的是少年儿童生活中常见的人物和故事，夸张变形的细节会让你捧腹大笑，温情感人的故事会让你心酸落泪。这种幽默诙谐和新奇故事的巧妙编织，让读者在体味生命、命运、财富、性别角色的同时，照亮心灵，驱赶心灵阴影，缓解心理压力，体现了作者超常的生活和创作智慧，是不可多得的少年儿童治愈系小说，入选英国“家庭教育优选读物”。本书中，夜晚孩子们都熟睡了，除了“午夜帮”的孩子们，他们住在医院里，经历了无数好玩的事情和探险，最终实现了自己的梦想。
9787572622014,惊险假期,"(英)杰里米·斯特朗,著",湖南文艺出版社,2025.2,"(英)尼克·沙拉特,绘;曹幼南,译",23.80,平装,15 * 21,时速一百英里的狗,,,,中文,1,儿童文学,,I561.84,2024-12,儿童小说; 中篇小说; 英国; 现代,,这是一本长篇儿童文学书，是喜剧之王杰里米·斯特朗的经典文学作品。本书主要讲述特雷弗的妈妈给了他30英镑，让他在假期里每天遛狗。但“奔奔”不是普通的狗，它是一只四条腿的火箭，还带着汪汪声!特雷弗在最好的朋友蒂娜的帮助下控制了斯特里克，在此期间发生了很多搞笑皆非的事。书中将幽默的语言、诙谐的对话和跌宕起伏的情节与真实的情感结合起来，让读者在阅读的过程中，感受爱与责任，变得勇敢坚强。通过刺激的冒险经历，在捧腹大笑的阅读中刺激读者的好奇心，让他们爱上阅读。
9787554619865,骑着恐龙去冒险！：海龙的露天游泳馆,"（德）约尔格·伊勒,（德）多米尼克·霍奇瓦尔德,著",古吴轩出版社,2022.12,"（德）佩特拉·弗里茨,绘；朱明川,译",114.00,精装,25*29,,,,1,中文,1,绘本,,I516.85,2022-08,儿童故事－图画故事－德国－现代,,《骑着恐龙去冒险！》共三册，是“弗罗伊登莱希夫人”品牌下的有关恐龙的幻想类绘本。主人公有：奶奶（弗罗伊登莱希夫人），里昂和苏菲兄妹俩。主要讲述了里昂和苏菲兄妹俩，在暑期去奶奶家度假的时候，在奇妙商店发现了恐龙蛋，在温室花园里见到恐龙，安顿好所有的恐龙，帮奶奶孵化出小蛇颈龙，营救小蛇颈龙，并维修了露天游泳馆；帮小翼龙学会飞行，找回牧羊女的绵羊。故事生动、丰富，情节起伏，一环扣一环的故事，紧紧抓住了小读者们的心。是优秀的“恐龙”幻想类主题故事书。
9787305268984,两种文化之争,(美)盖伊·奥尔托拉诺,南京大学出版社,2024.1,"沈露, 译",68.00,平装,15 * 21,战后英国的科学、文学与文化政治,,,,中文,1,世界史,历史学,K561.03,2023-05,文化史; 研究; 英国,,本书勾勒了一段“二战”后英国的文化史。作者没有想当然地认为这一事件及其背景已经广为人知，将这场论争解读为社会阶层或体制利益之间的冲突，也非意在描绘不同时期或不同地点讨论相关问题的思想家谱系，而是以一种不同寻常的角度，来进入这段历史。本书没有使用研究对象自己的范畴作为分析术语，而是解释了那些范畴本身的源起和内容；而且，本书也没有完全摈弃那些已经沦为明日黄花的人物的意义，而是试图复原那个成就他们论点并使他们声望与日俱增的语境；通过论争来探索战后英国的社会和文化，并唤起读者对这一沿用至今的术语的重新认识。
9787556408757,物理真好玩,"(日)左卷健男,著",湖北教育出版社,2017.3,"金磊,译",29.00,平装,13*19,,,,,中文,1,数理化,物理学,O4-49,2017-01,物理学; 普及读物,,世界上的一切事物，都可以用物理来解释。我们周围的各种事物，都有它自己的关系法则。本书的内容取材自最基础基本的物理知识，都是大部分人在初中高中学过的理科知识，作者以通俗易懂，简单明了的方式向读者讲述我们生活中的各种物理现象及故事。无论你是否对物理感兴趣，都能在阅读本书之后，喜欢上物理。
9787556280155,拉拉的语言魔法,（加）张笑颖（Gracey Zhang）,湖南少年儿童出版社,2025.3,子言，译,42.00,精装,21*29,,,,,中文,1,儿童绘本,文学,I711.85,2025-01,儿童故事；图画故事；加拿大；现代,,这是一本适合3-6岁儿童阅读的图画故事书。主要讲述小女孩拉拉想出去玩，但她的妈妈却希望她保持“安静”。拉拉喜欢去一个秘密基地，在那里，她每天都会给自己的植物浇水。她拎着一壶水绕过拐角，穿过街区，越过围栏，来到那片刚刚长出一株株绿植的地方，她对植物轻声地表达着自己的友好和关心，即使在天气最热的时候，妈妈“命令”她待在屋里，她也要去照顾它们。终于，这些植物在拉拉的鼓舞中长成了参天大树，给炎热的夏天带来丝丝凉爽。妈妈的话和拉拉的话形成了鲜明对比，引发思考。全书充分展示了语言的力量，展示了爱与被爱的魔力。
9787535077868,汤姆过六一,"(比)玛丽-阿利娜·巴文, 图",海燕出版社,2019.1,"(法)伊丽莎白·德·朗比伊, 文; 梅思繁, 译",25.00,精装,22*24,,小兔汤姆成长的烦恼图画书,,,中文,1,绘本,,I564.85,2018-12,儿童故事; 图画故事; 比利时; 现代,,《小兔汤姆成长的烦恼图画书》已陆续出版了五辑，共30册。该书是我社自2008年以来重点打造的一套品牌图书，10年来销售千万册，并多次获得新闻出版署引进版优秀图书奖、冰心儿童图书奖等各种奖项。全套书通过对小兔汤姆平凡而有趣的生活故事的描述，给孩子们展现了一个可以触摸到的伙伴形象，看似平淡无奇的生活故事，却已触动到孩子幼小稚嫩的心灵。《汤姆过六一》：六一节是小朋友最快乐的节日。这一天，汤姆和小朋友们在幼儿园里跳舞、爬充气城堡、做游戏、吃薯条，还得了很多奖品，开心极了！
9787559683410,小艾，你把演出搞砸了！,（英）黛西·赫斯特，文图,北京联合出版公司,2025.5,梅静，译,58.00,精装,25 * 26,,,,,中文,1,儿童绘本,,I561.85,2025-03,儿童故事；图画故事；英国；现代,,建议分类：儿童文图画故事一天纳塔莉和小艾一家到外婆家，傍晚爸爸妈妈去剧场看戏，他们留在外婆家。姐弟俩很快就开始想念爸爸妈妈，于是他们想象剧场演出的样子，拿着玩具开始演自己编的戏。外婆被他们吸引，过来当观众，纳塔莉提出要给外婆准备一张票。可是扮演“所有青蛙”的小艾突然也想要一张票，就在纳塔莉解释因为他是演员不需要票的时候，小艾不高兴了，他提出要回家。纳塔莉急了，她大声说小艾把演出搞砸啦。外婆安抚了两个孩子，第二天爸爸妈妈和外婆一起当观众，纳塔莉和小艾表演了他们编的新戏。这个故事让我们看到与家长分离的孩子焦虑的心情，鼓励孩子通过游戏找到新的乐趣，减缓分离焦虑。
9787531574118,我要我的怪兽,(美)阿曼达·诺尔,辽宁少年儿童出版社,2019.4,"(美)霍华德·麦克威廉,绘；妮妮,嘉羿,译",39.90,精装,26 *26,,床底的大怪兽系列,,1,中文,1,绘本,文学,1712.85,2017-10,儿童故事; 图画故事; 美国; 现代,,一天晚上，伊桑床底找他的怪兽加比，却发现了一张便条：“我的约会去了，一周后见。”伊桑知道要是没有加比，他就睡不着觉，因此他决定召唤一只怪兽来代替加比，看看他们是否能吓到他。他们得有尖尖的牙齿，锋利的爪子，和一条长长的尾巴。但是他们没有一个吓到伊桑。该怎么办呢？
9787221126504,蒲公英花颜色的丝带,"(日)安房直子,著",贵州人民出版社,2017.3,"(日)南塚直子,绘;彭懿,译",36.80,平装,19×24,,,,,中文,1,绘本,宗教学,I313.85,2015-07,儿童文学; 图画故事; 日本; 现代,,这是日本女性儿童文学家安房直子的一部儿童文学作品。一位老爷爷经营着一家名叫蒲公英堂的文具店，这家店已经经历了很多的岁月，所以镇上的孩子更喜欢光顾新开的两家文具店，因为里面除了文具，还有更多孩子们喜欢的贴画，一天，一个名叫蒲公英的小女孩带来了很多黄色的丝带，这些丝带让已经被蒙上灰尘的文件焕然一新，文具店的生意突然好了起来。这个小女孩有着怎样的魔力呢？老爷爷和他的文具店又将迎来怎样的变化呢？
9787559830173,蝴蝶天堂历险记,（英）伊娃·伊博森，著,广西师范大学出版社,2020.9,张小妹，绘；陈红杰，译,49.80,平装,15 *21,,魔法象,,,中文,1,儿童文学,,I561.85,2020-07,儿童故事; 图画故事; 英国; 现代,,这是一个发生在亚马逊丛林的成长故事。玛雅，孤独而富有的孤女，渴望一个温暖的新家，却遇到了行径古怪又自私自利的远房亲戚，满心期待的新生活恍如一场梦魇；克洛威斯，漂泊困顿的剧团小演员，深切怀念英国贵族式的闲适与优雅；芬恩，神秘且变幻莫测的贵族男孩，不愿继承爵位，只想如林中的潘神，驾着独木舟在漂流中追寻梦想中的生活，却因而遭到追捕……作者以清新温存的笔调，娓娓道出一段温文尔雅的英式乡愁和“蛮荒之地”的冒险冲动杂糅的奇幻旅程，关于历史、雨林、探险、勇气、自由、成长，还有爱。
9787521773538,我的母亲,"彭学军,著",中信出版社,2025.11,,32.00,平装,15 * 21,,,,,中文,1,,文学,1287.6,2025-10,儿童文学; 散文; 中国; 当代,,这是一本适合6岁以上孩子阅读的，以探寻成长轨迹为主题的长篇散文。以儿童视角追忆母亲，思考生命，歌咏亲情。讲述了母亲一生因时代变化而命运坎坷却始终热爱生活、理想饱满孜孜追求的生命故事，以母亲上学工作结婚退休直到去世为时间线，以我和妹妹们的成长经历穿插期间，表达了一个作家与众不同的生命体验与成长思考。通篇弥漫着清澈、温婉又不失乐趣的情感氛围，也不时爆发出悲壮、撼人肺腑的情感力量，既讲述了母亲的一生，又描述了整个时代背景下祖父和外祖父两个家族三代人的生命轨迹，字里行间透着生命本身的饱满与厚重，带给人心灵的宁静和把握当下的勇气。
9787570448050,小罗丹的雕塑梦,（法）克里斯蒂娜·布利-于合博，著,北京教育出版社,2023.1,（法）米歇尔·盖伊，绘；张百慧，译,248.00,平装,21*27,,阿基米德科普绘本,,,中文,1,绘本,,1565.85,2022-10,儿童故事; 图画故事; 法国; 现代,,《阿基米德科普绘本》是由法国开心学校出版社花费三十余年，组织法国优秀的知名儿童科普作家、画家、科学家，共同打造的集科学和美学为一体的百科知识普及绘本，被法国教育部推荐为儿童必读图书。其内容囊括自然科学与社会科学两大门类，分册涉及动植物、天文、地理、历史事件、人物传记等多元内容。
9787122360243,好玩的打击乐立体书,（法）克莱尔·祖舍利·罗梅，著绘,化学工业出版社,2020.1,糖果，译,88.00,精装,16*29,,,,,中文,1,玩具书,教育学,G613.5,2020-01,音乐课; 学前教育; 教学参考资料,,本书共有6种不同的发音场景，并配有通俗易懂的音乐节拍，可以让孩子通过节奏打出不同的节拍。用手去动，用大脑去思考探索，本书可以培养宝宝的动手协调能力与逻辑能力，富有逻辑的节拍感与欢快的节奏，是一本不可多得的音乐立体书。
9787554566350,怕小孩的大怪兽,（意）齐亚拉·洛伦佐尼，原著,河北教育出版社,2021.8,（意）安东乔纳塔·法拉利，绘制；小哪吒...,52.00,精装,23 * 30,,,,,中文,1,绘本,,1546.85,2021-06,儿童故事; 图画故事; 意大利; 现代,,米莱罗是一个可怕的大怪兽，它非常讨厌小孩。每天晚上睡觉前，米莱罗都想尽办法吓唬和它住在一起的小女孩，却总是阴差阳错地被小女孩吓得到处乱窜，连宠物狗都能把它吓得哭鼻子。正当它走投无路要逃走的时候，小女孩却安慰它，给它讲了一个温馨的晚安故事，米莱罗和小女孩成了亲密的好朋友。全书立意很好，怪兽体型巨大，但内心细腻，是孩子温暖、亲密的陪伴者。书中小女孩独立、开朗、活泼，面对“惊吓”时的反应镇定、坚强，为孩子树立了好的榜样。这本书语言幽默风趣，利于亲子共读时互动。
9787559832863,爱与思,"刘苇, 著",广西师范大学出版社,2021.1,,38.00,平装,17*23,儿童文学经典解读,刘教授经典导读,,,中文,1,中小学课外读物,文学,I106.8,2020-10,儿童文学; 文学欣赏; 世界,,本书是专为中小学生而写的经典作品导读，精选语言优美，内容有趣，思想丰富的《夏洛的网》《城南旧事》《小王子》《毛毛》《苏菲的世界》《窗边的小豆豆》《爱的教育》《呼兰河传》等十二部有益于思维促进的名著进行引导和阐释。本书的特点是内容的讲解与线上视频，声音、视觉的结合，这种形式很容易感染读者，激发他们对故事的兴趣。同时刘教授的讲解深入浅出，又因为其哲学学者的身份，阐释的道理虽然易懂，却具有哲学的高度，对中小学生来说，是一本趣味性知识性并存的导读读本。
9787556857340,妮尔的天空,"(美)凯伦·海瑟,著",二十一世纪出版社集团,2023.2,"齐婉婷,译",30.00,平装,21*15,,麦克米伦世纪大奖小说典藏本,,,中文,2,儿童文学,文学,I712.84,2022-08,儿童小说; 长篇小说; 美国; 现代,,妮尔和外婆生活在北哈佛山下的一个农场。库克郡一场突如其来的核泄漏事故让她们的生活发生了翻天覆地的变化。冷冰冰的口罩、被污染的食物、无休止的疏散和警报，以及人与人之间的相互猜疑充斥着她的生活。此时，外婆竟然又收留了由于核辐射造成、在生死线上挣扎的十五岁少年埃兹拉和他的妈妈。母子俩住进了妮尔家后面那间卧室。那间卧室是妮尔的妈妈和外公病逝的地方——妮尔从不踏进那个房间。十三岁的妮尔，该如何面对徘徊在生死边缘、需要人照顾的埃兹拉……她，又能否从她所爱的人相继离开的伤痛中获得新生呢？
9787536372979,黑龙洞,"吴烜,著",广西民族出版社,2019.8,"钟韵睿,绘",36.80,精装,22*28,,桂娃故事之花山岩画系列,,1,中文,1,绘本,文学,I287.8,2019-08,儿童故事; 图画故事; 中国; 当代,,“桂娃故事之花山岩画系列”是一套少儿绘本系列丛书，讲述左江一带关于太阳神之子桂娃的故事。丛书具有浓郁的壮族风格，配图精美大气，能给孩子们带来阅读的愉悦和文化的启蒙。本书作为该丛书的第一册，讲述桂娃初到左江，与当地村民一起生活，一起劳作的故事。一天，一条黑龙来到左江，在左江兴风作浪，危害百姓。桂娃和壮族村民一起与黑龙搏斗，在太阳神的帮助下，终于战胜了黑龙，并留下了著名的花山岩画。讲述太阳神之子桂娃初到左江，与当地村民一起生活。一天，一条黑来到左江兴风作浪，危害百姓。桂娃带领天兵和村民一起与黑龙搏斗，最终战胜黑龙的故事。
9787556091645,小象的圣诞节,"(美)迈克·库拉托,著绘",长江少年儿童出版社,2018.5,"杨玲玲,彭懿,译",48.00,精装,28*21,,,,,中文,1,绘本,文学,1712.85,2019-02,儿童故事; 图画故事; 美国; 现代,,《小象的圣诞节》是《大城市里的小象系列》的第五本书，由美国图画书作者迈克·库拉托创作，延续了小象艾略特和小老鼠之间的友谊。平安夜晚上，小象和小老鼠一起去向圣诞老人许愿，小老鼠想要一列玩具小火车，而小象似乎不是很喜欢圣诞节，他问圣诞老人：“你能让我喜欢上圣诞节吗？”圣诞老人摇摇头，让他自己去找答案。于是，小象和小老鼠一起去观赏芭蕾舞剧、看圣诞树、滑雪，可是这些都没能让小象改变主意。后来，小象收到了一个小女孩的信，信上说她需要一些朋友。这封信能改变小象对圣诞节的印象吗？
9787551135955,咦！原来我们周围全是怪物,"(法)瓦朗坦·马泰,(法)埃娃·布尔迪耶",花山文艺出版社,2017.9,"宋欣,译",39.80,精装,25*25,,,,,中文,1,绘本,,I565.85,2017-07,儿童故事; 图画故事; 法国; 现代,,这是一部儿童绘本类读物。作品运用拟人化的口吻、富有浪漫色彩和感染力的图画，将枯燥的知识点转变成一个个有趣且紧扣儿童心理的暖心故事，将友谊、勇敢和爱心都深深地内化在故事里。孩子们通过阅读、欣赏这些童趣十足又紧贴现实生活的小故事，潜移默化中能让孩子学会很多珍贵的人生哲理和处世哲学，积累人生中的一笔重要精神财富。
9787108069030,哲学与幼童,"(美)加雷斯·B.马修斯,著",生活·读书·新知三联书店,2020.9,"陈国容,译;蒋永宜,校译",39.00,平装,15 * 21,新版,马修斯儿童哲学三部曲,,,中文,2,哲学理论与流派,教育学,G61-02,2020-08,儿童教育; 教育哲学,,《哲学与幼童》是一本出自哲学大家马修斯之手的有趣小书，由钱锺书先生推荐翻译，译者为陈国容。书中有很多3—12岁孩子提出的漂亮问题和三十来个有趣的生活故事，论证了儿童思考哲学问题的能力与可能性。孩子对自身有着最为纯粹的好奇心，对自然有着极为敏锐的观察力，所提出的问题几乎是哲学式的？宇宙有边际吗？午餐会长在树上吗？我有两只眼睛，为什么看不见两个你？……对孩子来说，想象力比知识更重要，问题比答案更重要。成年人只有提升自我哲学修养，才能了解孩子、引导孩子，成为孩子够格的哲学玩伴，保护孩子的天真与烂漫。
9787544880398,蓝精灵经典图画故事,"(比)贝约, 著",接力出版社,2023.2,"徐颖, 译",200.00,平装,17 * 22,智慧篇. 大战喷火龙,,,,中文,1,绘本,,I564.85,2023-01,儿童故事; 图画故事; 比利时; 现代,,蓝精灵是家喻户晓的世界经典图书，这些三个苹果高的蓝色小人儿诞生于1958年，是漫画《卓汉和皮威》中的配角，深受孩子们的喜爱，于是贝约专门为蓝精灵创作了系列漫画书。之后，蓝精灵风靡全球，渗透到人们生活的方方面面，漫画、动画片、电影、现场秀、主题公园以及各种玩偶，蓝精灵图书被翻译成25种语言，销量突破2500万册，由它改编的动画片在60多个国家播出，成为一代又一代人童年的美好记忆。这次要出版的《蓝精灵经典图画故事》（全30册）为3-6岁读者量身打造，分为3个系列，每个系列均含10册图书。系列1《蓝精灵经典图画故事（智慧篇）》以蓝妹妹、游游、笨笨等惹人喜爱的10个人物为主角，讲述了发生在他们之间的趣事，展现了个性不同的蓝精灵们的人生智慧和人格魅力。系列2《蓝精灵经典图画故事（魔法篇）》通过《精灵赛车》《魔力药水》《格格巫的怪镜子》等故事向我们展示了那个与世隔绝的精灵村的日常，神秘的魔法无处不在，爱捣腾的蓝精灵们用智慧与魔法团结起来战胜格格巫。系列3《蓝精灵经典图画故事（奇遇篇）》介绍了蓝精灵的朋友们，有柳树精灵、麦尔乔、吉兹魔等等，讲述了蓝精灵与他们之间温暖人心的友谊。
9787558411052,我是谁？,（挪威）康斯坦斯·厄尔巴克·尼尔森，文,江苏凤凰少年儿童出版社,2019.6,王芳，译,39.80,精装,19*26,,,,,中文,1,绘本,,I533.85,2018-11,儿童故事; 图画故事; 挪威; 现代,,这是一本关于孩子自我认知的图画书。书中的小男孩威廉，向身边的人提出了疑问“我是谁？”威廉的妈妈、爸爸、爷爷、太爷爷、太奶奶……以及偶遇的女孩等人，向威廉提供了不同的答案，引发威廉进行深入思考与探究。也引发了儿童读者和成年人读者的思考。
9787547734902,我学会了虚心求教,(瑞士)米歇尔·亨泽尔 (Michelle Hunziker),北京日报出版社,2019.12,(意)安娜·梅利 (Anna Merli),112.00,平装,24 * 30,,儿童行为养成与成长教育绘本,,,中文,1,绘本,,I522.85,2019-09,儿童故事; 图画故事; 瑞士; 现代,,清晨，居住在埃默河谷的小女孩洛莱和爸爸汉斯迎来了一位小客人——尼克。对于长期生活在城市的尼克，这里的一切都是陌生的，很多知识需要去了解、学习。比如，牛奶到底是从哪里来的？这个问题困扰了尼克很久，还被洛莱笑话是个小傻瓜。尼克需要怎么做才能掌握新的知识，更好地在这里生活呢。
9787559556493,机灵狗与大脸猫的疯狂计划,（澳）乔纳森·本特利，著,河北少年儿童出版社,2023.1,华星，译,268.00,平装,31*22,,成长的力量精选绘本礼盒,,,中文,1,绘本,文学,I611.85,2022-12,儿童故事; 图画故事; 澳大利亚; 现代,,本套绘本选取了广受读者好评、屡获大奖的绘本组合成套装，共包括15册平装绘本，即《小海蒂》《玩具熊的回家之旅》《挖洞的狗》《挑食的弗雷达》《多嘴小鸡》《飞吧，火烈鸟》《小怪物的大梦想》《不要惹鸭子生气》《老鼠占了我的屋子》《爸爸告诉我的事》《恐龙农场队》《兔子的想象国》《机灵狗与大脸猫的疯狂计划》《胆小驴和胆大鼠》《100万只猫》。丛书关注儿童心灵成长，汇聚了绘本大师可贵的创意和童心，在充满艺术感和人文情怀的图画语言中，带给孩子们成长的力量。丛书从6个方面启迪孩子的成长——爱心、好习惯、梦想、人际交往、想象力、勇敢，帮助孩子在绘本阅读中学习同理心、勇气、韧性、合作等美好的品质。
9787556256129,冰雪奇缘2,小博集，编,湖南少年儿童出版社,2021.1,,39.80,平装,21*29,,终极魔法换装书,,1,中文,,绘本,体育科学,G898.2,2020-11,智力游戏; 儿童读物,,这是一本适合3-8岁孩子的益智换装游戏书。本书以深受女孩喜爱的冰雪奇缘2为主题，让孩子在不同的场景中做换装游戏，用贴纸给艾莎和安娜穿上不同的衣服：舒适的睡衣装，利落的冒险装，绝美女王装等等。书中还会介绍人物小档案和穿搭小技巧，内容丰富，让女孩们在贴纸换装游戏中，贴出专注力，换出审美力。《冰雪奇缘2》是迪士尼推出的动画电影，电影围绕主角公主艾莎和安娜展开，美丽的公主形象，奇幻的冰雪世界，让孩子爱不释手。这本换装书以冰雪奇缘2为主题，能够充分吸引孩子的兴趣。
